filename,label
born_K2722_0048a-FK_birthdate_0.Jpg,19431030
born_K2722_0048a-FK_birthdate_1.Jpg,19440131
born_K2722_0048a-FK_birthdate_2.Jpg,19440502
born_K2722_0048a-FK_birthdate_3.Jpg,19440518
born_K2705_0217a-FK_birthdate_0.Jpg,19560102
born_K2705_0217a-FK_birthdate_1.Jpg,19560104
born_K2705_0217a-FK_birthdate_2.Jpg,19560107
born_K2699_0223a-FK_birthdate_0.Jpg,19351112
born_K2699_0223a-FK_birthdate_1.Jpg,19351114
born_K2699_0223a-FK_birthdate_2.Jpg,19351116
born_K2699_0223a-FK_birthdate_3.Jpg,19351117
born_K2699_0223a-FK_birthdate_4.Jpg,19351118
born_K2714_0026a-FM_birthdate_0.Jpg,19591206
born_K2714_0026a-FM_birthdate_1.Jpg,19600529
born_K2714_0026a-FM_birthdate_2.Jpg,19600801
born_K2714_0026a-FM_birthdate_3.Jpg,19600406
born_K2714_0026a-FM_birthdate_4.Jpg,19600720
born_K2729_0254a-FK_birthdate_0.Jpg,19260101
born_K2729_0254a-FK_birthdate_1.Jpg,19260103
born_K2729_0254a-FK_birthdate_2.Jpg,19251231
born_K2729_0254a-FK_birthdate_3.Jpg,19260203
born_K2729_0254a-FK_birthdate_4.Jpg,19260211
born_K2729_0254a-FK_birthdate_5.Jpg,19260219
born_K2729_0254a-FK_birthdate_6.Jpg,19260228
born_K2740_0197a-FK_birthdate_0.Jpg,19230228
born_K2740_0197a-FK_birthdate_1.Jpg,19230313
born_K2740_0197a-FK_birthdate_2.Jpg,19230320
born_K2740_0197a-FK_birthdate_3.Jpg,19230331
born_K2740_0197a-FK_birthdate_4.Jpg,19230504
born_K2703_0069a-FM_birthdate_0.Jpg,19491128
born_K2727_0109a-FM_birthdate_0.Jpg,19531117
born_K2727_0109a-FM_birthdate_1.Jpg,19530824
born_K2727_0109a-FM_birthdate_2.Jpg,19531206
born_K2721_0023a-FM_birthdate_0.Jpg,19200809
born_K2721_0023a-FM_birthdate_1.Jpg,19210319
born_K2721_0023a-FM_birthdate_2.Jpg,19210414
born_K2721_0023a-FM_birthdate_3.Jpg,19210707
born_K2721_0023a-FM_birthdate_4.Jpg,19200928
born_K2721_0023a-FM_birthdate_5.Jpg,19201001
born_K2730_0129a-FM_birthdate_0.Jpg,19410516
born_K2730_0129a-FM_birthdate_1.Jpg,19410522
born_K2730_0129a-FM_birthdate_2.Jpg,19410616
born_K2730_0129a-FM_birthdate_3.Jpg,19410712
born_K2730_0129a-FM_birthdate_4.Jpg,19410713
born_K2699_0247a-FK_birthdate_0.Jpg,19360521
born_K2699_0247a-FK_birthdate_1.Jpg,19360523
